demuc_id,chude_id,chude_ten, demuc_ten, score
d762a424-dab9-400c-b04f-9a03fe7085fa,e967223c-d26a-4c7f-a8d9-420843bd5bf9,Bổ trợ tư pháp,Luật sư,68.66666666666667
d87ac709-a919-4bdb-8777-9696f549c433,6db952fa-b9dd-41f7-adf5-ccb22100ac9c,"Ngoại giao, điều ước quốc tế",Điều ước quốc tế,50.0
d8bc3d2e-b1e3-4023-a2dd-23005a3ca616,859b54fa-0c05-4807-a50c-c8be82fcae62,Quốc phòng,Sĩ quan Quân đội nhân dân Việt Nam,55.0
d8e4a3a0-254c-4593-967c-214ae12bcb0f,0f8741e9-b3d2-488b-aa70-961ccc802227,"Ngân hàng, tiền tệ",Các công cụ chuyển nhượng,80.0
d92bb10f-899d-478f-a0c3-605cce865129,81215563-6346-448e-bded-2933f86276bb,"Nông nghiệp, nông thôn",Chăn nuôi,61.42857142857143
d9e2a674-7659-4e9d-9cdd-5aa21a50cb69,ff58c8ec-ab1b-4fdd-b732-5f09f9fa09cd,"Khiếu nại, tố cáo","Phòng, chống tham nhũng",81.0
da0b1767-9a75-469a-b2d9-47038a564c65,0f8741e9-b3d2-488b-aa70-961ccc802227,"Ngân hàng, tiền tệ",Ngoại hối,66.92307692307692
db2f0e24-579c-40dc-ba36-8a3f27dddffb,7a9dcc15-370d-40b4-a02b-28e583b25dbf,Tài chính,Hải quan,73.56060606060606
db87752b-26a5-4f34-8dc2-bd8e6a823c21,09ca05d1-7f1d-4887-a65d-a210374d1969,"Thuế, phí, lệ phí, các khoản thu khác",Thuế thu nhập doanh nghiệp,72.5
dc9295ff-6fda-47b1-854e-4cc831d036da,1afcaf4b-85cb-4039-8627-3a8a101a7e5b,"Tài sản công, nợ công, dự trữ nhà nước","Quản lý, sử dụng tài sản công",60.86206896551724
e3dbc67f-7664-4196-b4b9-a785a0075b2a,965fd0b7-e8b0-434a-83c2-9f9b2b4fbcba,"Trật tự, an toàn xã hội","Quản lý, sử dụng vũ khí, vật liệu nổ và công cụ hỗ trợ",13.33333333
e499d586-a641-4a44-8591-7814730dc583,c3b69131-2931-4f67-926e-b244e18e8081,An ninh quốc gia,Biển Việt Nam,17.5
e78855bc-bfb3-4c1f-8582-168945065e04,607817d9-0840-4986-b41f-5f3e9ae650c2,"Y tế, dược",Bảo vệ sức khỏe nhân dân,70.0
e7b9346d-dea5-49c5-a166-bd41599dd9e7,e967223c-d26a-4c7f-a8d9-420843bd5bf9,Bổ trợ tư pháp,Đấu giá tài sản,71.11111111111111
e8e1515c-249d-4a9b-af30-ac0d8a3aac7d,01684735-cbae-4b6f-9471-1010ab2f350a,Tương trợ tư pháp,Tương trợ tư pháp,50.0
e982aa33-8e27-4d94-99e9-b513b6993c6d,7a9dcc15-370d-40b4-a02b-28e583b25dbf,Tài chính,Giá,62.36842105263158
eb0e4753-243e-4344-90e6-70aaf5188a6d,8545ecbc-f0ce-44aa-83d6-c43d056f63f2,Dân sự,Dân sự,85.0
ed278a00-f167-476a-8719-bffc8cb3a4c8,487180ab-07c0-45c1-9e73-1ab76b2a55c9,"Văn hóa, thể thao, du lịch",Hoạt động nghệ thuật biểu diễn,75.0
ee26521a-9b59-4b41-898b-0ffe23805c9a,3fc1ee9d-eec6-4839-9c98-7ac2ca9e0792,Tổ chức bộ máy nhà nước,Tổ chức Chính phủ,80.39285714285714
f4428e88-cf73-4d8f-920d-ae402512fe94,e4b6a170-8415-42a5-9ee2-f8eb147f5d15,Chính sách xã hội,Người cao tuổi,80.0
f48e34a3-d808-406e-911d-c5b9fd05e693,3f0ce861-9980-43c9-9dcc-8e064c536bee,"Khoa học, công nghệ",Tiêu chuẩn và quy chuẩn kỹ thuật,45.69230769230769
f5a43ce4-3b6e-4fc6-8c1e-eb7222d51d27,9daf2b7f-cf24-4c97-adf8-0903f6b7f18e,"Kế toán, kiểm toán",Kế toán,71.9047619047619
f607aadf-fb26-4b0e-bc95-276da24e5b5d,09ca05d1-7f1d-4887-a65d-a210374d1969,"Thuế, phí, lệ phí, các khoản thu khác",Phí và lệ phí,33.916666666666664
f807bad9-3b81-41c5-bbc1-b4ab37a89431,607817d9-0840-4986-b41f-5f3e9ae650c2,"Y tế, dược",Điều kiện sản xuất mỹ phẩm,45.0
fa959814-d73c-4253-8857-795185e44d16,859b54fa-0c05-4807-a50c-c8be82fcae62,Quốc phòng,"Quân nhân chuyên nghiệp, công nhân và viên chức quốc phòng",80.83333333333333
fc3ab628-e974-4615-9209-270bd558b40e,ce9b9ff4-87dd-44d1-add8-27c1ec82d856,"Tổ chức chính trị - xã hội, hội",Công đoàn,50.0
fe2f89c2-15c9-4a77-bdf8-f4898d545be7,cef09501-9f71-4c9a-aa35-238ea8c79f76,Tố tụng và các phương thức giải quyết tranh chấp,Hòa giải ở cơ sở,80.0
fed3bc5b-86a8-41a4-a1b6-2a47e30c77d1,e967223c-d26a-4c7f-a8d9-420843bd5bf9,Bổ trợ tư pháp,Giám định tư pháp,71.36363636363636
ff7a2466-8f89-4d2b-9031-b99e8ca02a4a,1657cd3c-c513-4df5-ae6b-e39a778c640d,Môi trường,Đa dạng sinh học,59.09090909090909
ff9bd05c-2e15-4b95-9b1c-26dbd5684060,a5b5fa2d-056c-48c4-b6fc-c782359511ff,Hành chính tư pháp,Quốc tịch Việt Nam,68.33333333333333
